trend_id,category,style,popularity_score,season,color_palette,fabric_type,price_range,brand_influence,social_media_trend
T0309,Shirt,Casual,12,Autumn,Metallic,Polyester,Affordable,Luxury,YouTube
T0310,Shoes,Vintage,59,Summer,Metallic,Cotton,High-end,High-end,TikTok
T0311,Pants,Minimalist,100,Winter,Monochrome,Cotton,Affordable,Local,Instagram
T0312,Dress,Bohemian,55,Summer,Gradient,Cotton,Affordable,Fast Fashion,Instagram
T0313,Accessories,Bohemian,23,Autumn,Metallic,Velvet,Mid-range,Luxury,Pinterest
T0314,Shirt,Formal,46,Winter,Neon,Denim,Affordable,Luxury,TikTok
T0315,Accessories,Vintage,92,Autumn,Earth-tone,Polyester,Mid-range,Luxury,YouTube
T0316,Shirt,Minimalist,55,Winter,Earth-tone,Linen,Mid-range,Fast Fashion,TikTok
T0317,Shirt,Streetwear,61,Autumn,Pastel,Silk,Affordable,Fast Fashion,Pinterest
T0318,Shoes,Formal,96,Autumn,Monochrome,Denim,High-end,High-end,Instagram
T0319,Dress,Formal,34,Spring,Monochrome,Linen,High-end,Fast Fashion,YouTube
T0320,Shoes,Formal,17,Spring,Pastel,Linen,Mid-range,Local,YouTube
T0321,Shirt,Bohemian,94,Spring,Earth-tone,Cotton,Mid-range,Fast Fashion,Pinterest
T0322,Accessories,Bohemian,30,Winter,Monochrome,Denim,Affordable,High-end,Instagram
T0323,Shoes,Sporty,24,Autumn,Metallic,Linen,High-end,Local,Instagram
T0324,Dress,Streetwear,55,Winter,Monochrome,Linen,Mid-range,Fast Fashion,TikTok
T0325,Accessories,Casual,48,Spring,Gradient,Silk,Mid-range,Luxury,Instagram
T0326,Shirt,Minimalist,88,Winter,Pastel,Silk,Affordable,Luxury,TikTok
T0327,Shoes,Casual,46,Summer,Metallic,Wool,Mid-range,Luxury,TikTok
T0328,Dress,Minimalist,49,Autumn,Monochrome,Wool,Affordable,Luxury,YouTube
T0329,Shoes,Minimalist,55,Summer,Metallic,Wool,Affordable,Luxury,YouTube
T0330,Pants,Minimalist,9,Spring,Monochrome,Cotton,High-end,Fast Fashion,TikTok
T0331,Accessories,Formal,82,Spring,Neon,Velvet,Mid-range,Luxury,Pinterest
T0332,Pants,Sporty,2,Summer,Gradient,Polyester,Affordable,High-end,TikTok
T0333,Shirt,Minimalist,35,Spring,Metallic,Velvet,Affordable,High-end,YouTube
T0334,Dress,Vintage,4,Summer,Pastel,Polyester,High-end,Local,YouTube
T0335,Accessories,Minimalist,11,Winter,Neon,Velvet,Mid-range,Luxury,Instagram
T0336,Accessories,Casual,75,Autumn,Earth-tone,Denim,Affordable,Luxury,Pinterest
T0337,Pants,Streetwear,58,Winter,Earth-tone,Denim,Affordable,High-end,Pinterest
T0338,Accessories,Minimalist,10,Summer,Neon,Polyester,Mid-range,Local,Pinterest
T0339,Accessories,Sporty,2,Autumn,Metallic,Polyester,Mid-range,Luxury,Pinterest
T0340,Dress,Bohemian,86,Winter,Monochrome,Polyester,Mid-range,Fast Fashion,TikTok
T0341,Pants,Sporty,74,Autumn,Earth-tone,Cotton,Affordable,Luxury,YouTube
T0342,Pants,Streetwear,37,Winter,Metallic,Cotton,Mid-range,Luxury,Instagram
T0343,Shoes,Formal,7,Winter,Earth-tone,Silk,Affordable,Luxury,YouTube
T0344,Shoes,Minimalist,82,Summer,Pastel,Linen,Mid-range,Local,YouTube
T0345,Pants,Sporty,77,Spring,Monochrome,Denim,Affordable,Luxury,Pinterest
T0346,Shirt,Sporty,79,Spring,Pastel,Denim,Affordable,High-end,YouTube
T0347,Pants,Minimalist,28,Autumn,Metallic,Velvet,High-end,High-end,Pinterest
T0348,Shirt,Vintage,89,Winter,Monochrome,Velvet,Mid-range,High-end,YouTube
T0349,Shirt,Minimalist,93,Winter,Metallic,Denim,High-end,Fast Fashion,Pinterest
T0350,Pants,Formal,18,Summer,Metallic,Wool,Affordable,Luxury,YouTube
T0351,Shoes,Bohemian,14,Summer,Gradient,Wool,Affordable,Local,Instagram
T0352,Shirt,Formal,2,Autumn,Pastel,Velvet,High-end,Luxury,Pinterest
T0353,Pants,Vintage,92,Spring,Gradient,Linen,High-end,Luxury,Instagram
T0354,Pants,Streetwear,88,Autumn,Monochrome,Denim,Affordable,Luxury,Pinterest
T0355,Dress,Streetwear,83,Summer,Monochrome,Polyester,Mid-range,Luxury,YouTube
T0356,Dress,Streetwear,32,Autumn,Pastel,Velvet,High-end,High-end,Instagram
T0357,Accessories,Casual,76,Winter,Metallic,Linen,Affordable,Fast Fashion,Pinterest
T0358,Pants,Streetwear,52,Winter,Pastel,Linen,High-end,High-end,Instagram
T0359,Accessories,Casual,42,Summer,Gradient,Silk,Mid-range,Local,Instagram
T0360,Accessories,Streetwear,50,Summer,Metallic,Polyester,Affordable,Local,YouTube
T0361,Accessories,Sporty,56,Spring,Pastel,Polyester,Affordable,Luxury,Instagram
T0362,Shoes,Vintage,56,Spring,Monochrome,Silk,Mid-range,High-end,Pinterest
T0363,Shoes,Vintage,6,Winter,Neon,Wool,High-end,Fast Fashion,Pinterest
T0364,Shirt,Bohemian,26,Winter,Pastel,Silk,Mid-range,High-end,Instagram
T0365,Shoes,Bohemian,65,Winter,Earth-tone,Linen,Affordable,Fast Fashion,YouTube
T0366,Accessories,Formal,42,Spring,Earth-tone,Denim,High-end,Local,YouTube
T0367,Pants,Sporty,11,Summer,Metallic,Velvet,Mid-range,Local,YouTube
T0368,Pants,Casual,14,Winter,Gradient,Silk,High-end,Luxury,Instagram
T0369,Shirt,Casual,48,Autumn,Earth-tone,Denim,High-end,Local,YouTube
T0370,Shirt,Sporty,66,Spring,Pastel,Wool,Affordable,Local,Pinterest
T0371,Shoes,Streetwear,19,Spring,Neon,Wool,Affordable,Luxury,TikTok
T0372,Shoes,Minimalist,59,Autumn,Earth-tone,Polyester,Mid-range,High-end,YouTube
T0373,Shoes,Formal,99,Spring,Earth-tone,Cotton,Affordable,Fast Fashion,Instagram
T0374,Shoes,Formal,2,Autumn,Earth-tone,Silk,High-end,High-end,YouTube
T0375,Accessories,Streetwear,48,Summer,Pastel,Wool,High-end,High-end,YouTube
T0376,Pants,Bohemian,48,Spring,Metallic,Denim,Affordable,High-end,Instagram
T0377,Pants,Bohemian,7,Spring,Monochrome,Denim,High-end,High-end,Pinterest
T0378,Shirt,Casual,92,Summer,Gradient,Silk,Affordable,Luxury,YouTube
T0379,Accessories,Formal,20,Spring,Pastel,Wool,High-end,Local,Pinterest
T0380,Shirt,Bohemian,65,Winter,Neon,Velvet,Affordable,Local,YouTube
T0381,Pants,Bohemian,52,Autumn,Neon,Denim,High-end,Luxury,TikTok
T0382,Shoes,Casual,30,Autumn,Earth-tone,Wool,High-end,Fast Fashion,YouTube
T0383,Dress,Vintage,43,Autumn,Neon,Wool,Mid-range,Local,YouTube
T0384,Accessories,Casual,10,Winter,Gradient,Velvet,Affordable,Luxury,TikTok
T0385,Shoes,Streetwear,74,Spring,Neon,Denim,Mid-range,Fast Fashion,TikTok
T0386,Shoes,Bohemian,25,Autumn,Neon,Polyester,High-end,Fast Fashion,TikTok
T0387,Dress,Bohemian,37,Summer,Gradient,Denim,Affordable,Fast Fashion,Instagram
T0388,Dress,Sporty,84,Summer,Earth-tone,Wool,Mid-range,High-end,TikTok
T0389,Shoes,Streetwear,8,Autumn,Pastel,Polyester,High-end,Local,TikTok
T0390,Pants,Streetwear,85,Winter,Earth-tone,Polyester,High-end,High-end,Pinterest
T0391,Shirt,Streetwear,10,Summer,Monochrome,Cotton,Mid-range,High-end,Pinterest
T0392,Pants,Streetwear,99,Autumn,Gradient,Silk,Affordable,High-end,Pinterest
T0393,Shoes,Minimalist,30,Spring,Monochrome,Denim,Mid-range,High-end,Instagram
T0394,Shoes,Casual,62,Autumn,Neon,Polyester,Affordable,High-end,Pinterest
T0395,Pants,Sporty,5,Winter,Gradient,Denim,High-end,High-end,TikTok
T0396,Dress,Streetwear,33,Summer,Monochrome,Cotton,Mid-range,Fast Fashion,TikTok
T0397,Accessories,Vintage,64,Summer,Earth-tone,Linen,High-end,High-end,Pinterest
T0398,Accessories,Sporty,41,Winter,Earth-tone,Silk,Affordable,Luxury,Instagram
T0399,Pants,Bohemian,68,Autumn,Earth-tone,Silk,Mid-range,Local,TikTok
T0400,Dress,Casual,80,Winter,Metallic,Velvet,Affordable,Fast Fashion,TikTok
T0401,Pants,Formal,96,Spring,Neon,Silk,High-end,Fast Fashion,YouTube
T0402,Pants,Streetwear,49,Summer,Pastel,Velvet,Affordable,Luxury,Instagram
T0403,Shoes,Minimalist,77,Autumn,Gradient,Cotton,Mid-range,Local,YouTube
T0404,Accessories,Minimalist,20,Autumn,Metallic,Polyester,Affordable,Fast Fashion,TikTok
T0405,Shoes,Bohemian,96,Autumn,Gradient,Polyester,Mid-range,Fast Fashion,TikTok
T0406,Accessories,Vintage,3,Summer,Monochrome,Velvet,High-end,High-end,Pinterest
T0407,Pants,Streetwear,90,Summer,Monochrome,Cotton,Affordable,High-end,Pinterest
T0408,Shoes,Minimalist,6,Autumn,Monochrome,Wool,Mid-range,High-end,TikTok
T0409,Accessories,Minimalist,96,Winter,Pastel,Wool,High-end,High-end,Instagram
T0410,Shoes,Casual,28,Spring,Neon,Wool,Affordable,Fast Fashion,Instagram
T0411,Shoes,Casual,52,Spring,Neon,Polyester,High-end,Luxury,YouTube
T0412,Shoes,Streetwear,48,Spring,Gradient,Denim,High-end,Luxury,Pinterest
T0413,Shirt,Formal,81,Summer,Neon,Polyester,Affordable,Luxury,TikTok
T0414,Shirt,Formal,96,Winter,Earth-tone,Cotton,Affordable,Luxury,YouTube
T0415,Pants,Casual,32,Winter,Monochrome,Silk,Mid-range,Luxury,YouTube
T0416,Pants,Vintage,78,Autumn,Neon,Denim,Affordable,Fast Fashion,Pinterest
T0417,Shoes,Sporty,59,Summer,Gradient,Denim,Mid-range,High-end,Pinterest
T0418,Shirt,Streetwear,75,Spring,Gradient,Linen,High-end,Local,Pinterest
T0419,Dress,Casual,58,Spring,Gradient,Wool,Affordable,High-end,TikTok
T0420,Accessories,Vintage,93,Autumn,Metallic,Cotton,High-end,High-end,TikTok
T0421,Dress,Formal,99,Spring,Monochrome,Silk,Affordable,Fast Fashion,TikTok
T0422,Shirt,Minimalist,8,Autumn,Monochrome,Polyester,High-end,Local,Pinterest
T0423,Accessories,Vintage,26,Summer,Earth-tone,Cotton,Mid-range,Luxury,Instagram
T0424,Shoes,Vintage,26,Spring,Pastel,Velvet,High-end,Luxury,YouTube
T0425,Shirt,Casual,6,Summer,Metallic,Silk,Affordable,Fast Fashion,YouTube
T0426,Shirt,Minimalist,39,Summer,Earth-tone,Cotton,Affordable,Fast Fashion,YouTube
T0427,Dress,Minimalist,79,Autumn,Metallic,Velvet,Mid-range,Local,YouTube
T0428,Accessories,Formal,74,Summer,Pastel,Cotton,Mid-range,High-end,YouTube
T0429,Accessories,Minimalist,12,Summer,Pastel,Denim,Affordable,High-end,Instagram
T0430,Pants,Minimalist,1,Winter,Neon,Linen,High-end,Fast Fashion,YouTube
T0431,Dress,Bohemian,70,Autumn,Monochrome,Silk,Affordable,Luxury,Instagram
T0432,Shoes,Vintage,8,Winter,Monochrome,Cotton,High-end,Luxury,Instagram
T0433,Shirt,Minimalist,24,Autumn,Monochrome,Polyester,Affordable,Luxury,TikTok
T0434,Shoes,Casual,74,Autumn,Neon,Linen,Affordable,Local,YouTube
T0435,Shirt,Sporty,54,Autumn,Neon,Silk,High-end,Luxury,Instagram
T0436,Dress,Formal,60,Winter,Pastel,Denim,High-end,Luxury,YouTube
T0437,Shoes,Vintage,24,Winter,Earth-tone,Silk,Affordable,Fast Fashion,YouTube
T0438,Accessories,Vintage,50,Spring,Monochrome,Silk,High-end,Local,YouTube
T0439,Pants,Bohemian,5,Autumn,Metallic,Polyester,Mid-range,High-end,Pinterest
T0440,Pants,Sporty,5,Winter,Pastel,Linen,High-end,Luxury,TikTok
T0441,Accessories,Streetwear,7,Winter,Neon,Silk,Affordable,Local,YouTube
T0442,Accessories,Formal,7,Spring,Monochrome,Polyester,Affordable,High-end,YouTube
T0443,Shoes,Vintage,20,Summer,Metallic,Cotton,Mid-range,Fast Fashion,TikTok
T0444,Pants,Bohemian,12,Summer,Monochrome,Denim,High-end,High-end,TikTok
T0445,Pants,Minimalist,98,Spring,Gradient,Denim,Mid-range,Fast Fashion,Instagram
T0446,Pants,Vintage,48,Summer,Earth-tone,Linen,High-end,Luxury,Instagram
T0447,Shirt,Vintage,60,Summer,Monochrome,Cotton,Affordable,Fast Fashion,Instagram
T0448,Shirt,Formal,22,Spring,Monochrome,Silk,Mid-range,Fast Fashion,TikTok
T0449,Dress,Casual,50,Autumn,Gradient,Polyester,High-end,Luxury,Instagram
T0450,Dress,Formal,45,Winter,Monochrome,Polyester,Affordable,Luxury,TikTok
T0451,Accessories,Streetwear,96,Winter,Metallic,Velvet,Affordable,Local,Instagram
T0452,Shoes,Casual,1,Autumn,Neon,Velvet,Mid-range,High-end,TikTok
T0453,Shoes,Minimalist,93,Autumn,Monochrome,Silk,Affordable,High-end,TikTok
T0454,Dress,Streetwear,83,Summer,Metallic,Silk,High-end,Luxury,Instagram
T0455,Shirt,Vintage,20,Spring,Gradient,Linen,High-end,Fast Fashion,Pinterest
T0456,Shirt,Formal,16,Summer,Earth-tone,Wool,Affordable,Luxury,TikTok
T0457,Pants,Casual,41,Winter,Metallic,Denim,Mid-range,Local,YouTube
T0458,Shoes,Vintage,99,Summer,Gradient,Wool,Affordable,Fast Fashion,Pinterest
T0459,Pants,Formal,13,Autumn,Neon,Polyester,High-end,Fast Fashion,Instagram
T0460,Pants,Minimalist,29,Autumn,Monochrome,Cotton,Affordable,Fast Fashion,TikTok
T0461,Shirt,Streetwear,69,Autumn,Neon,Velvet,High-end,Fast Fashion,Instagram
T0462,Shoes,Formal,42,Summer,Gradient,Wool,Affordable,Local,Pinterest
T0463,Dress,Formal,35,Spring,Metallic,Polyester,Affordable,High-end,TikTok
T0464,Accessories,Vintage,17,Winter,Earth-tone,Linen,Mid-range,High-end,YouTube
T0465,Shirt,Streetwear,48,Winter,Monochrome,Linen,Mid-range,Luxury,Instagram
T0466,Shoes,Streetwear,38,Winter,Earth-tone,Wool,High-end,Local,Instagram
T0467,Dress,Minimalist,55,Summer,Monochrome,Wool,Mid-range,High-end,TikTok
T0468,Pants,Minimalist,84,Autumn,Earth-tone,Cotton,Affordable,Local,Pinterest
T0469,Dress,Streetwear,5,Winter,Neon,Wool,Affordable,Local,YouTube
T0470,Shoes,Minimalist,52,Winter,Monochrome,Velvet,High-end,High-end,Instagram
T0471,Dress,Minimalist,21,Summer,Neon,Wool,Mid-range,Fast Fashion,TikTok
T0472,Dress,Sporty,60,Spring,Metallic,Linen,Mid-range,Luxury,TikTok
T0473,Accessories,Sporty,41,Spring,Neon,Cotton,Affordable,Fast Fashion,Instagram
T0474,Shirt,Minimalist,5,Autumn,Gradient,Cotton,Mid-range,Local,Instagram
T0475,Shirt,Streetwear,76,Summer,Gradient,Polyester,High-end,Local,TikTok
T0476,Shoes,Casual,25,Spring,Neon,Wool,Mid-range,High-end,Pinterest
T0477,Shirt,Vintage,94,Spring,Neon,Cotton,High-end,Fast Fashion,TikTok
T0478,Dress,Formal,0,Winter,Metallic,Denim,High-end,Fast Fashion,TikTok
T0479,Dress,Bohemian,50,Winter,Pastel,Velvet,High-end,High-end,YouTube
T0480,Accessories,Formal,22,Spring,Neon,Velvet,Mid-range,Local,TikTok
T0481,Shoes,Sporty,68,Spring,Monochrome,Velvet,High-end,High-end,Pinterest
T0482,Shirt,Formal,19,Summer,Pastel,Velvet,Affordable,Luxury,YouTube
T0483,Pants,Minimalist,60,Summer,Earth-tone,Velvet,High-end,Local,Pinterest
T0484,Accessories,Casual,41,Autumn,Monochrome,Cotton,Affordable,Luxury,YouTube
T0485,Pants,Casual,23,Summer,Neon,Wool,Affordable,Local,YouTube
T0486,Shoes,Sporty,81,Summer,Neon,Linen,Affordable,Fast Fashion,Pinterest
T0487,Shirt,Formal,16,Winter,Monochrome,Denim,Mid-range,High-end,YouTube
T0488,Accessories,Casual,9,Summer,Earth-tone,Silk,High-end,Fast Fashion,YouTube
T0489,Accessories,Sporty,99,Summer,Neon,Silk,Affordable,High-end,Pinterest
T0490,Pants,Minimalist,98,Winter,Gradient,Silk,Affordable,Local,YouTube
T0491,Dress,Bohemian,63,Autumn,Monochrome,Silk,Affordable,Luxury,TikTok
T0492,Shoes,Streetwear,83,Autumn,Earth-tone,Silk,Mid-range,Local,Pinterest
T0493,Shoes,Minimalist,49,Summer,Neon,Silk,Affordable,High-end,TikTok
T0494,Shirt,Bohemian,38,Summer,Pastel,Velvet,Mid-range,Local,YouTube
T0495,Accessories,Sporty,57,Summer,Earth-tone,Velvet,Affordable,Luxury,Instagram
T0496,Accessories,Bohemian,30,Summer,Neon,Polyester,High-end,Luxury,YouTube
T0497,Shoes,Minimalist,45,Winter,Earth-tone,Velvet,High-end,Luxury,TikTok
T0498,Dress,Vintage,17,Spring,Gradient,Cotton,Affordable,Fast Fashion,TikTok
T0499,Accessories,Minimalist,13,Spring,Earth-tone,Wool,Mid-range,High-end,TikTok
T0500,Shoes,Casual,34,Spring,Monochrome,Wool,Affordable,Local,YouTube
T0501,Shoes,Streetwear,57,Spring,Pastel,Denim,Mid-range,Luxury,YouTube
T0502,Accessories,Vintage,47,Spring,Monochrome,Wool,Mid-range,Local,Pinterest
T0503,Accessories,Streetwear,71,Winter,Pastel,Linen,High-end,High-end,TikTok
T0504,Shoes,Vintage,9,Winter,Metallic,Linen,Affordable,Luxury,TikTok
T0505,Shoes,Bohemian,41,Autumn,Neon,Cotton,Mid-range,Luxury,Pinterest
T0506,Dress,Bohemian,34,Winter,Earth-tone,Wool,Affordable,Local,TikTok
T0507,Dress,Sporty,76,Autumn,Gradient,Cotton,Mid-range,High-end,Instagram
T0508,Shirt,Sporty,53,Summer,Metallic,Silk,High-end,High-end,Pinterest
T0509,Shoes,Vintage,29,Spring,Monochrome,Velvet,High-end,High-end,TikTok
T0510,Pants,Formal,54,Spring,Monochrome,Denim,High-end,Local,TikTok
T0511,Shoes,Sporty,96,Autumn,Gradient,Cotton,High-end,Fast Fashion,Instagram
T0512,Shoes,Casual,31,Winter,Pastel,Cotton,Affordable,Luxury,YouTube
T0513,Dress,Minimalist,67,Spring,Metallic,Silk,High-end,Local,Pinterest
T0514,Dress,Bohemian,44,Autumn,Pastel,Polyester,Mid-range,Local,TikTok
T0515,Accessories,Minimalist,63,Summer,Earth-tone,Silk,Mid-range,Fast Fashion,TikTok
T0516,Shoes,Minimalist,26,Summer,Neon,Velvet,Mid-range,Fast Fashion,TikTok
T0517,Pants,Sporty,1,Winter,Pastel,Wool,High-end,High-end,Pinterest
T0518,Dress,Minimalist,92,Winter,Monochrome,Polyester,Affordable,Fast Fashion,TikTok
T0519,Accessories,Vintage,40,Summer,Pastel,Polyester,High-end,Local,YouTube
T0520,Shoes,Minimalist,92,Summer,Metallic,Denim,High-end,Luxury,YouTube
T0521,Shirt,Minimalist,76,Summer,Pastel,Polyester,Affordable,Local,Pinterest
T0522,Pants,Vintage,49,Spring,Neon,Velvet,Mid-range,High-end,Pinterest
T0523,Dress,Casual,35,Spring,Pastel,Velvet,High-end,High-end,Instagram
T0524,Dress,Streetwear,93,Spring,Pastel,Cotton,High-end,Local,TikTok
T0525,Dress,Streetwear,10,Spring,Earth-tone,Velvet,High-end,Luxury,TikTok
T0526,Dress,Formal,64,Autumn,Monochrome,Polyester,High-end,Luxury,TikTok
T0527,Shirt,Streetwear,80,Spring,Metallic,Linen,Affordable,Fast Fashion,YouTube
T0528,Pants,Bohemian,33,Spring,Earth-tone,Polyester,Affordable,Local,Pinterest
T0529,Accessories,Bohemian,20,Summer,Monochrome,Linen,Affordable,Local,TikTok
T0530,Shoes,Minimalist,73,Summer,Monochrome,Silk,Affordable,Local,Instagram
T0531,Dress,Bohemian,66,Winter,Earth-tone,Cotton,High-end,Fast Fashion,Pinterest
T0532,Pants,Formal,2,Summer,Metallic,Silk,Mid-range,Local,Instagram
T0533,Accessories,Streetwear,24,Spring,Metallic,Wool,Affordable,Fast Fashion,TikTok
T0534,Shoes,Vintage,49,Spring,Earth-tone,Denim,Affordable,High-end,Instagram
T0535,Pants,Formal,3,Autumn,Metallic,Linen,High-end,Luxury,YouTube
T0536,Pants,Bohemian,16,Spring,Gradient,Cotton,High-end,High-end,Instagram
T0537,Pants,Sporty,81,Winter,Pastel,Silk,Affordable,Local,Instagram
T0538,Pants,Minimalist,4,Spring,Gradient,Cotton,High-end,High-end,Instagram
T0539,Shoes,Sporty,59,Autumn,Neon,Denim,Affordable,Fast Fashion,Instagram
T0540,Accessories,Casual,100,Spring,Earth-tone,Silk,High-end,Local,YouTube
T0541,Dress,Bohemian,52,Autumn,Gradient,Cotton,Mid-range,Fast Fashion,Instagram
T0542,Dress,Vintage,82,Spring,Monochrome,Silk,Affordable,Luxury,Pinterest
T0543,Shoes,Vintage,42,Spring,Monochrome,Denim,Affordable,Luxury,YouTube
T0544,Accessories,Casual,51,Winter,Metallic,Wool,Mid-range,High-end,Pinterest
T0545,Shirt,Formal,92,Winter,Gradient,Linen,Affordable,Luxury,YouTube
T0546,Dress,Vintage,100,Autumn,Metallic,Silk,Affordable,Luxury,Instagram
T0547,Dress,Bohemian,98,Autumn,Earth-tone,Linen,Affordable,Fast Fashion,Pinterest
T0548,Shirt,Minimalist,9,Spring,Metallic,Denim,Affordable,Luxury,Instagram
T0549,Shirt,Streetwear,48,Spring,Monochrome,Cotton,Affordable,Luxury,Pinterest
T0550,Pants,Bohemian,52,Winter,Pastel,Silk,High-end,High-end,Instagram
T0551,Shirt,Bohemian,20,Winter,Metallic,Denim,High-end,Fast Fashion,Instagram
T0552,Shirt,Minimalist,77,Summer,Neon,Silk,Affordable,High-end,Pinterest
T0553,Dress,Bohemian,35,Winter,Pastel,Linen,Affordable,High-end,TikTok
T0554,Accessories,Casual,46,Spring,Monochrome,Wool,High-end,Local,Pinterest
T0555,Shirt,Casual,86,Winter,Earth-tone,Wool,Mid-range,High-end,Pinterest
T0556,Shirt,Bohemian,34,Summer,Earth-tone,Velvet,Mid-range,Fast Fashion,YouTube
T0557,Shirt,Bohemian,61,Spring,Earth-tone,Cotton,Affordable,Fast Fashion,Pinterest
T0558,Accessories,Bohemian,26,Spring,Earth-tone,Linen,Affordable,High-end,Instagram
T0559,Accessories,Bohemian,27,Summer,Gradient,Denim,Affordable,Luxury,Pinterest
T0560,Shirt,Casual,10,Autumn,Pastel,Wool,Mid-range,High-end,Pinterest
T0561,Pants,Casual,60,Summer,Monochrome,Cotton,Affordable,Fast Fashion,Instagram
T0562,Shirt,Minimalist,78,Summer,Earth-tone,Wool,Affordable,Fast Fashion,Pinterest
T0563,Pants,Formal,24,Autumn,Gradient,Denim,High-end,Luxury,Pinterest
T0564,Pants,Minimalist,83,Spring,Monochrome,Velvet,Mid-range,Fast Fashion,Instagram
T0565,Accessories,Streetwear,41,Autumn,Neon,Denim,Mid-range,Luxury,YouTube
T0566,Shoes,Casual,33,Winter,Pastel,Silk,High-end,Fast Fashion,Pinterest
T0567,Shoes,Bohemian,34,Spring,Monochrome,Silk,Affordable,Fast Fashion,YouTube
T0568,Shoes,Formal,31,Autumn,Gradient,Cotton,High-end,High-end,Pinterest
T0569,Shoes,Streetwear,35,Winter,Neon,Polyester,Affordable,Fast Fashion,YouTube
T0570,Accessories,Bohemian,85,Winter,Gradient,Cotton,Mid-range,Fast Fashion,YouTube
T0571,Accessories,Sporty,84,Summer,Monochrome,Cotton,High-end,Local,YouTube
T0572,Dress,Casual,99,Summer,Pastel,Wool,Affordable,Fast Fashion,Pinterest
T0573,Shoes,Streetwear,65,Winter,Neon,Velvet,Affordable,High-end,Instagram
T0574,Pants,Streetwear,16,Winter,Earth-tone,Denim,Affordable,Fast Fashion,Pinterest
T0575,Pants,Formal,73,Spring,Monochrome,Cotton,Mid-range,High-end,YouTube
T0576,Shirt,Minimalist,68,Spring,Gradient,Silk,High-end,Local,TikTok
T0577,Accessories,Bohemian,12,Autumn,Earth-tone,Wool,Affordable,Fast Fashion,Pinterest
T0578,Shoes,Vintage,73,Summer,Earth-tone,Linen,High-end,Local,Pinterest
T0579,Shirt,Sporty,39,Spring,Earth-tone,Velvet,Mid-range,High-end,Instagram
T0580,Dress,Minimalist,70,Summer,Metallic,Silk,Mid-range,Fast Fashion,Instagram
T0581,Pants,Minimalist,7,Spring,Neon,Polyester,High-end,Local,Pinterest
T0582,Accessories,Casual,64,Autumn,Neon,Cotton,Mid-range,High-end,Pinterest
T0583,Shirt,Bohemian,28,Winter,Neon,Wool,High-end,High-end,TikTok
T0584,Dress,Vintage,91,Summer,Metallic,Wool,High-end,Fast Fashion,TikTok
T0585,Accessories,Vintage,91,Winter,Monochrome,Denim,Mid-range,Fast Fashion,YouTube
T0586,Accessories,Sporty,85,Autumn,Pastel,Denim,Mid-range,Luxury,YouTube
T0587,Pants,Formal,36,Winter,Gradient,Silk,High-end,High-end,TikTok
T0588,Pants,Minimalist,79,Autumn,Earth-tone,Denim,High-end,Local,YouTube
T0589,Pants,Bohemian,12,Winter,Earth-tone,Linen,Mid-range,Local,Instagram
T0590,Shoes,Vintage,75,Winter,Earth-tone,Cotton,High-end,Local,YouTube
T0591,Dress,Sporty,11,Winter,Metallic,Linen,High-end,Local,YouTube
T0592,Pants,Sporty,22,Autumn,Metallic,Velvet,Affordable,Fast Fashion,YouTube
T0593,Dress,Casual,1,Autumn,Earth-tone,Wool,Affordable,Local,Instagram
T0594,Dress,Vintage,60,Spring,Monochrome,Polyester,High-end,Luxury,TikTok
T0595,Shirt,Casual,25,Summer,Gradient,Velvet,Affordable,Fast Fashion,Instagram
T0596,Pants,Casual,44,Winter,Earth-tone,Silk,High-end,High-end,Instagram
T0597,Pants,Bohemian,53,Autumn,Earth-tone,Linen,High-end,Local,TikTok
T0598,Pants,Streetwear,2,Summer,Metallic,Denim,High-end,High-end,TikTok
T0599,Accessories,Sporty,50,Summer,Gradient,Velvet,Mid-range,Luxury,YouTube
T0600,Accessories,Formal,100,Winter,Gradient,Silk,High-end,Local,Pinterest
T0601,Shoes,Streetwear,7,Summer,Earth-tone,Cotton,Mid-range,Fast Fashion,Pinterest
T0602,Accessories,Bohemian,76,Summer,Pastel,Silk,Affordable,Luxury,Instagram
T0603,Dress,Formal,48,Spring,Earth-tone,Polyester,Affordable,High-end,Pinterest
T0604,Shoes,Vintage,58,Summer,Neon,Denim,Affordable,High-end,Instagram
T0605,Pants,Sporty,88,Autumn,Earth-tone,Polyester,High-end,Fast Fashion,TikTok
T0606,Pants,Formal,72,Spring,Gradient,Denim,Mid-range,Luxury,Pinterest
T0607,Pants,Sporty,96,Summer,Neon,Cotton,Mid-range,Luxury,Instagram
T0608,Shoes,Streetwear,13,Autumn,Earth-tone,Cotton,Mid-range,Luxury,Instagram
T0609,Shirt,Streetwear,81,Winter,Metallic,Silk,Mid-range,Local,Instagram
T0610,Pants,Vintage,92,Summer,Pastel,Denim,Affordable,Luxury,Instagram
T0611,Shoes,Minimalist,29,Summer,Neon,Denim,High-end,Local,TikTok
T0612,Shoes,Vintage,85,Summer,Pastel,Velvet,Affordable,Local,Pinterest
T0613,Dress,Minimalist,14,Spring,Gradient,Polyester,Affordable,Luxury,Pinterest
T0614,Shirt,Bohemian,80,Autumn,Neon,Denim,Affordable,Luxury,TikTok
T0615,Shirt,Sporty,1,Spring,Monochrome,Velvet,High-end,High-end,TikTok
T0616,Shirt,Vintage,94,Autumn,Neon,Denim,High-end,Fast Fashion,TikTok
T0617,Accessories,Vintage,95,Autumn,Metallic,Polyester,Mid-range,Luxury,TikTok
